ID Detailed Occupation,Detailed Occupation,ID Year,Year,ID Workforce Status,Workforce Status,Total Population,Total Population MOE Appx,Average Wage,Average Wage Appx MOE,ygopop RCA,Record Count,Slug Detailed Occupation,Geography,ID Geography,Slug Geography
113111,Compensation & benefits managers,2015,2015,TRUE,TRUE,1217,856.361336,83377.235,26610.69883,2.210578578,11,compensation-benefits-managers,New Jersey,04000US34,new-jersey
433061,Procurement clerks,2014,2014,TRUE,TRUE,357,463.8636818,83309.46499,42365.19522,0.389848068,5,procurement-clerks,New Jersey,04000US34,new-jersey
119111,Medical & health services managers,2014,2014,TRUE,TRUE,21513,3591.76448,83309.08748,10399.15958,1.163397479,220,medical-health-services-managers,New Jersey,04000US34,new-jersey
151142,Network & computer systems administrators,2017,2017,TRUE,TRUE,4981,1731.743858,83293.79602,19123.92709,0.810255306,56,network-computer-systems-administrators,New Jersey,04000US34,new-jersey
132081,"Tax examiners & collectors, & revenue agents",2015,2015,TRUE,TRUE,2407,1204.171073,83260.19859,29858.37945,1.329328136,28,tax-examiners-collectors-revenue-agents,New Jersey,04000US34,new-jersey
113011,Administrative services managers (Legacy),2014,2014,TRUE,TRUE,4756,1692.190089,83249.95858,15410.82519,1.131610079,45,administrative-services-managers,New Jersey,04000US34,new-jersey
172141,Mechanical engineers,2014,2014,TRUE,TRUE,2970,1337.516233,83215.77643,18543.27053,0.414717788,35,mechanical-engineers,New Jersey,04000US34,new-jersey
171010,"Architects, except naval",2017,2017,TRUE,TRUE,4749,1690.978522,83155.1455,18839.29295,0.896050355,52,architects-except-naval,New Jersey,04000US34,new-jersey
291123,Physical therapists,2017,2017,TRUE,TRUE,9788,2426.227001,83144.04475,16435.25997,1.35303208,97,physical-therapists,New Jersey,04000US34,new-jersey
534010,Locomotive engineers & operators,2014,2014,TRUE,TRUE,1611,985.2332306,83101.48169,12504.2693,1.092706098,16,locomotive-engineers-operators,New Jersey,04000US34,new-jersey
472050,"Cement masons, concrete finishers, & terrazzo workers",2018,2018,TRUE,TRUE,447,519.0462878,83012.76286,41450.05616,0.270085859,6,cement-masons-concrete-finishers-terrazzo-workers,New Jersey,04000US34,new-jersey
273043,Writers & authors,2017,2017,TRUE,TRUE,4814,1702.498718,82782.01496,21214.16077,0.960745236,52,writers-authors,New Jersey,04000US34,new-jersey
131199,"Business operations specialists, all other",2015,2015,TRUE,TRUE,8944,2319.408531,82780.52001,19696.81671,1.078123743,102,business-operations-specialists-all-other,New Jersey,04000US34,new-jersey
132082,Tax preparers,2015,2015,TRUE,TRUE,2170,1143.384459,82606.5871,78646.42414,0.875690244,25,tax-preparers,New Jersey,04000US34,new-jersey
273041,Editors,2017,2017,TRUE,TRUE,6504,1978.514992,82553.02706,27363.09443,1.450236483,80,editors,New Jersey,04000US34,new-jersey
193030,Psychologists,2014,2014,TRUE,TRUE,4489,1644.057015,82470.14012,15275.30263,1.017596508,61,psychologists,New Jersey,04000US34,new-jersey
471011,Firstline supervisors of construction trades & extraction workers,2014,2014,TRUE,TRUE,17147,3208.327356,82417.51146,14808.73933,0.888684534,166,firstline-supervisors-of-construction-trades-extraction-workers,New Jersey,04000US34,new-jersey
518010,"Power plant operators, distributors, & dispatchers",2014,2014,TRUE,TRUE,2225,1157.775793,82232.64135,19252.30244,1.648574935,20,power-plant-operators-distributors-dispatchers,New Jersey,04000US34,new-jersey
211021,"Child, family, and school social workers",2018,2018,TRUE,TRUE,1790,1038.511802,82232.06425,12644.4958,0.990954548,19,child-family-and-school-social-workers,New Jersey,04000US34,new-jersey
151142,Network & computer systems administrators,2016,2016,TRUE,TRUE,5434,1808.657394,82092.24089,13852.13237,0.869322077,55,network-computer-systems-administrators,New Jersey,04000US34,new-jersey
171010,"Architects, except naval",2016,2016,TRUE,TRUE,6104,1916.767421,82083.09846,16598.25435,1.239093984,64,architects-except-naval,New Jersey,04000US34,new-jersey
419099,Other Sales Workers,2017,2017,TRUE,TRUE,9073,2336.123297,82040.01951,28694.87078,1.137407779,90,other-sales-workers,New Jersey,04000US34,new-jersey
319096,Veterinary assistants & laboratory animal caretakers,2018,2018,TRUE,TRUE,794,691.7436235,82027.68262,58113.93411,0.46695628,5,veterinary-assistants-laboratory-animal-caretakers,New Jersey,04000US34,new-jersey
292032,Diagnostic medical sonographers,2018,2018,TRUE,TRUE,4079,1567.280885,81819.04535,31582.08094,1.586736166,41,diagnostic-medical-sonographers,New Jersey,04000US34,new-jersey
192040,Environmental scientists & geoscientists,2014,2014,TRUE,TRUE,1445,933.1120719,81759.89066,18254.86347,0.715321483,19,environmental-scientists-geoscientists,New Jersey,04000US34,new-jersey
534031,Railroad conductors & yardmasters,2015,2015,TRUE,TRUE,658,629.7289323,81703.14438,34837.759,0.420443971,7,railroad-conductors-yardmasters,New Jersey,04000US34,new-jersey
534010,Locomotive engineers & operators,2017,2017,TRUE,TRUE,686,642.9874391,81469.99271,14618.33424,0.473280307,8,locomotive-engineers-operators,New Jersey,04000US34,new-jersey
151142,Network & computer systems administrators,2014,2014,TRUE,TRUE,8582,2272.08173,81444.92554,11392.71537,1.364410897,99,network-computer-systems-administrators,New Jersey,04000US34,new-jersey
119141,"Property, real estate, & community association managers",2015,2015,TRUE,TRUE,15848,3084.89368,81425.5448,15191.34782,1.032188666,144,property-real-estate-community-association-managers,New Jersey,04000US34,new-jersey
119151,Social & community service managers,2014,2014,TRUE,TRUE,9201,2352.421137,81344.49723,17646.97304,0.906083598,92,social-community-service-managers,New Jersey,04000US34,new-jersey
151253,Software quality assurance analysts and testers,2018,2018,TRUE,TRUE,1891,1067.396108,81338.67054,11816.20309,0.92806328,20,software-quality-assurance-analysts-and-testers,New Jersey,04000US34,new-jersey
333050,Police officers,2014,2014,TRUE,TRUE,26153,3958.005196,81261.07976,5557.175317,1.155610291,234,police-officers,New Jersey,04000US34,new-jersey
131199,"Business operations specialists, all other",2018,2018,TRUE,TRUE,10774,2545.200195,81260.23529,16924.0876,1.096479446,111,business-operations-specialists-all-other,New Jersey,04000US34,new-jersey
172081,Environmental engineers,2016,2016,TRUE,TRUE,1052,796.2121214,81070.60837,22227.63002,1.146051689,12,environmental-engineers,New Jersey,04000US34,new-jersey
151230,Computer support specialists,2018,2018,TRUE,TRUE,22117,3641.876595,80848.88398,10535.5336,1.144309235,223,computer-support-specialists-151230,New Jersey,04000US34,new-jersey
172110,"Industrial engineers, including health & safety",2014,2014,TRUE,TRUE,2879,1316.880562,80835.68427,19099.15129,0.540682514,33,industrial-engineers-including-health-safety,New Jersey,04000US34,new-jersey
291123,Physical therapists,2015,2015,TRUE,TRUE,8551,2267.985068,80634.28055,11423.88057,1.275176537,90,physical-therapists,New Jersey,04000US34,new-jersey
471011,Firstline supervisors of construction trades & extraction workers,2016,2016,TRUE,TRUE,17545,3245.276496,80633.36609,10205.30973,0.859134174,176,firstline-supervisors-of-construction-trades-extraction-workers,New Jersey,04000US34,new-jersey
472070,Construction equipment operators,2018,2018,TRUE,TRUE,5176,1765.273548,80617.45093,13063.20476,0.505554558,64,construction-equipment-operators,New Jersey,04000US34,new-jersey
433099,Other financial clerks (Legacy),2016,2016,TRUE,TRUE,4835,1706.182259,80455.7667,20378.36803,1.368144205,57,other-financial-clerks,New Jersey,04000US34,new-jersey
534031,Railroad conductors & yardmasters,2014,2014,TRUE,TRUE,802,695.21701,80373.23441,24383.87619,0.52696619,11,railroad-conductors-yardmasters,New Jersey,04000US34,new-jersey
119141,"Property, real estate, & community association managers",2017,2017,TRUE,TRUE,14016,2901.912818,80195.02347,16136.44856,0.853870018,151,property-real-estate-community-association-managers,New Jersey,04000US34,new-jersey
474021,Elevator installers & repairers,2018,2018,TRUE,TRUE,749,671.8589093,80188.85981,32638.68149,1.071918281,10,elevator-installers-repairers,New Jersey,04000US34,new-jersey
434041,"Credit authorizers, checkers, & clerks",2015,2015,TRUE,TRUE,839,711.0699261,80074.86889,36547.5097,0.567408159,9,credit-authorizers-checkers-clerks,New Jersey,04000US34,new-jersey
433061,Procurement clerks,2016,2016,TRUE,TRUE,1148,831.7387683,80018.11237,50120.64082,1.277715018,14,procurement-clerks,New Jersey,04000US34,new-jersey
171012,Landscape architects,2018,2018,TRUE,TRUE,377,476.6795445,79964.7931,46834.56198,0.514092706,6,landscape-architects,New Jersey,04000US34,new-jersey
413011,Advertising sales agents,2015,2015,TRUE,TRUE,5129,1757.217368,79867.54377,20550.1016,1.126549637,60,advertising-sales-agents,New Jersey,04000US34,new-jersey
152031,Operations research analysts,2015,2015,TRUE,TRUE,3085,1363.146759,79793.95851,14688.71097,0.769046418,33,operations-research-analysts,New Jersey,04000US34,new-jersey
173010,Drafters,2016,2016,TRUE,TRUE,3180,1383.966311,79782.53082,47366.93026,0.703215466,40,drafters,New Jersey,04000US34,new-jersey
131070,Human resources workers,2015,2015,TRUE,TRUE,21830,3618.00226,79700.33046,13341.51322,1.000260817,217,human-resources-workers,New Jersey,04000US34,new-jersey
291131,Veterinarians,2016,2016,TRUE,TRUE,1789,1038.217527,79685.11738,24627.77132,0.802684299,20,veterinarians,New Jersey,04000US34,new-jersey
119141,"Property, real estate, & community association managers",2018,2018,TRUE,TRUE,15187,3020.281031,79639.57911,18911.7085,0.92031673,160,property-real-estate-community-association-managers,New Jersey,04000US34,new-jersey
433061,Procurement clerks,2018,2018,TRUE,TRUE,1767,1031.82097,79616.12507,18942.33958,1.228343319,19,procurement-clerks,New Jersey,04000US34,new-jersey
273090,Miscellaneous media & communication workers,2017,2017,TRUE,TRUE,1344,899.9266934,79610.8192,80555.98934,0.427254581,15,miscellaneous-media-communication-workers,New Jersey,04000US34,new-jersey
534031,Railroad conductors & yardmasters,2017,2017,TRUE,TRUE,846,714.0318847,79591.69031,18315.12965,0.590361661,9,railroad-conductors-yardmasters,New Jersey,04000US34,new-jersey
131199,"Business operations specialists, all other",2014,2014,TRUE,TRUE,10003,2452.567943,79564.51275,15489.61716,1.1952058,109,business-operations-specialists-all-other,New Jersey,04000US34,new-jersey
119081,Lodging managers,2018,2018,TRUE,TRUE,1998,1097.165697,79492.21672,37380.68499,0.533196079,21,lodging-managers,New Jersey,04000US34,new-jersey
331011,Firstline supervisors of correctional officers,2015,2015,TRUE,TRUE,1362,905.9261766,79428.46329,18233.20041,0.783676176,16,firstline-supervisors-of-correctional-officers,New Jersey,04000US34,new-jersey
131070,Human resources workers,2017,2017,TRUE,TRUE,31189,4320.253892,79412.56975,9885.484286,1.256702002,314,human-resources-workers,New Jersey,04000US34,new-jersey
49904X,Industrial & refractory machinery mechanics,2017,2017,TRUE,TRUE,4960,1728.093654,79399.21331,21034.31313,0.452982996,51,industrial-refractory-machinery-mechanics,New Jersey,04000US34,new-jersey
439111,Statistical assistants,2018,2018,TRUE,TRUE,1235,862.6731044,79225.82591,29517.87495,1.378295577,11,statistical-assistants,New Jersey,04000US34,new-jersey
332011,Firefighters,2016,2016,TRUE,TRUE,5091,1750.715653,79083.40797,10690.2665,0.610138103,51,firefighters,New Jersey,04000US34,new-jersey
193030,Psychologists,2015,2015,TRUE,TRUE,4370,1622.143175,79063.83844,17843.87724,0.973867382,56,psychologists,New Jersey,04000US34,new-jersey
193030,Psychologists,2017,2017,TRUE,TRUE,6806,2023.857439,78861.45093,15679.22303,1.378880207,79,psychologists,New Jersey,04000US34,new-jersey
5371XX,"Miscellaneous material moving workers, including mine shuttle car operators, & tank car, truck, & ship loaders",2015,2015,TRUE,TRUE,1908,1072.17375,78785.98952,44056.01364,1.116453696,18,miscellaneous-material-moving-workers-including-mine-shuttle-car-operators-tank-car-truck-ship-loaders,New Jersey,04000US34,new-jersey
474011,Construction & building inspectors,2014,2014,TRUE,TRUE,2597,1250.766235,78756.16943,20814.82263,1.100315183,26,construction-building-inspectors,New Jersey,04000US34,new-jersey
471011,Firstline supervisors of construction trades & extraction workers,2018,2018,TRUE,TRUE,21397,3582.406556,78701.77137,8509.877963,0.969769872,217,firstline-supervisors-of-construction-trades-extraction-workers,New Jersey,04000US34,new-jersey
273020,"News analysts, reporters & correspondents",2017,2017,TRUE,TRUE,1458,937.3041839,78594.07682,38773.62704,0.744662123,19,news-analysts-reporters-correspondents,New Jersey,04000US34,new-jersey
472211,Sheet metal workers,2018,2018,TRUE,TRUE,1942,1081.687729,78583.56694,15839.33985,0.584344892,19,sheet-metal-workers,New Jersey,04000US34,new-jersey
131030,"Claims adjusters, appraisers, examiners, & investigators",2016,2016,TRUE,TRUE,8873,2310.231181,78502.26947,13949.32415,1.057108521,89,claims-adjusters-appraisers-examiners-investigators,New Jersey,04000US34,new-jersey
413021,Insurance sales agents,2015,2015,TRUE,TRUE,16077,3107.016631,78458.49151,15401.06052,1.108521725,157,insurance-sales-agents,New Jersey,04000US34,new-jersey
419099,Other Sales Workers,2016,2016,TRUE,TRUE,8138,2212.670435,78427.65114,21381.32326,1.119698208,83,other-sales-workers,New Jersey,04000US34,new-jersey
413021,Insurance sales agents,2014,2014,TRUE,TRUE,13233,2819.793254,78304.32759,18230.26443,0.904770034,130,insurance-sales-agents,New Jersey,04000US34,new-jersey
518021,Stationary engineers & boiler operators,2015,2015,TRUE,TRUE,3122,1371.290806,78220.65695,15239.80667,1.105181183,29,stationary-engineers-boiler-operators,New Jersey,04000US34,new-jersey
192030,Chemists & materials scientists,2017,2017,TRUE,TRUE,7115,2069.216397,78201.78918,10456.63345,2.875091463,63,chemists-materials-scientists,New Jersey,04000US34,new-jersey
131030,"Claims adjusters, appraisers, examiners, & investigators",2018,2018,TRUE,TRUE,7389,2108.611189,78104.76167,21086.39467,0.777433019,88,claims-adjusters-appraisers-examiners-investigators,New Jersey,04000US34,new-jersey
273031,Public relations specialists,2015,2015,TRUE,TRUE,3714,1495.55848,78102.90765,24333.61112,0.991137253,41,public-relations-specialists,New Jersey,04000US34,new-jersey
251000,Postsecondary teachers,2018,2018,TRUE,TRUE,37005,4702.622588,78092.85813,7536.839807,0.910203335,411,postsecondary-teachers,New Jersey,04000US34,new-jersey
132082,Tax preparers,2018,2018,TRUE,TRUE,2358,1191.868402,78090.66031,40854.43215,0.859859536,25,tax-preparers,New Jersey,04000US34,new-jersey
491011,"Firstline supervisors of mechanics, installers, & repairers",2015,2015,TRUE,TRUE,5295,1785.391725,77832.53428,11148.49695,0.664522216,53,firstline-supervisors-of-mechanics-installers-repairers,New Jersey,04000US34,new-jersey
291199,"Health diagnosing & treating practitioners, all other",2016,2016,TRUE,TRUE,835,709.3739898,77439.47425,28395.54862,1.446078347,10,health-diagnosing-treating-practitioners-all-other,New Jersey,04000US34,new-jersey
536051,Transportation inspectors,2016,2016,TRUE,TRUE,1253,868.9327407,77434.7079,32506.61276,1.034203325,13,transportation-inspectors,New Jersey,04000US34,new-jersey
151150,Computer support specialists (Legacy),2017,2017,TRUE,TRUE,19923,3457.426527,77317.46077,8527.539705,1.020606284,195,computer-support-specialists,New Jersey,04000US34,new-jersey
113011,Administrative services managers (Legacy),2015,2015,TRUE,TRUE,4889,1715.661448,77307.6576,17005.25853,1.12641991,56,administrative-services-managers,New Jersey,04000US34,new-jersey
119081,Lodging managers,2017,2017,TRUE,TRUE,3143,1375.908737,77165.07891,44176.28232,0.873464037,29,lodging-managers,New Jersey,04000US34,new-jersey
273043,Writers & authors,2018,2018,TRUE,TRUE,5354,1795.333441,77153.12832,20281.33527,1.026671273,65,writers-authors,New Jersey,04000US34,new-jersey
191020,Biological scientists,2015,2015,TRUE,TRUE,937,751.4430168,76834.45891,41364.30265,0.436902491,12,biological-scientists,New Jersey,04000US34,new-jersey
519010,"Chemical processing machine setters, operators, & tenders",2018,2018,TRUE,TRUE,2438,1211.906849,76763.91427,34067.62847,1.3375053,21,chemical-processing-machine-setters-operators-tenders,New Jersey,04000US34,new-jersey
119151,Social & community service managers,2018,2018,TRUE,TRUE,8874,2310.408269,76743.32116,19049.0318,0.778020345,89,social-community-service-managers,New Jersey,04000US34,new-jersey
273010,Announcers,2015,2015,TRUE,TRUE,1199,850.0065755,76544.91827,125509.6615,0.983901957,9,announcers,New Jersey,04000US34,new-jersey
132031,Budget analysts,2017,2017,TRUE,TRUE,1849,1055.481626,76524.42185,22677.52523,1.29733982,18,budget-analysts,New Jersey,04000US34,new-jersey
131131,Fundraisers,2016,2016,TRUE,TRUE,1391,915.518504,76494.11287,27070.12384,0.505321918,16,fundraisers,New Jersey,04000US34,new-jersey
291123,Physical therapists,2016,2016,TRUE,TRUE,8805,2301.380176,76383.846,7742.461913,1.247383193,101,physical-therapists,New Jersey,04000US34,new-jersey
419099,Other Sales Workers,2018,2018,TRUE,TRUE,7871,2176.177926,76349.38763,17806.86925,0.93134388,89,other-sales-workers,New Jersey,04000US34,new-jersey
291127,Speechlanguage pathologists,2018,2018,TRUE,TRUE,4544,1654.115341,76301.72249,8833.021399,0.975138729,58,speechlanguage-pathologists,New Jersey,04000US34,new-jersey
251000,Postsecondary teachers,2016,2016,TRUE,TRUE,33714,4490.013726,76290.53568,8653.36117,0.755934177,394,postsecondary-teachers,New Jersey,04000US34,new-jersey
151150,Computer support specialists (Legacy),2015,2015,TRUE,TRUE,20946,3544.365517,76222.98854,8634.932919,1.13692159,205,computer-support-specialists,New Jersey,04000US34,new-jersey
291123,Physical therapists,2018,2018,TRUE,TRUE,8129,2211.490288,76213.14713,9170.246941,1.128913613,87,physical-therapists,New Jersey,04000US34,new-jersey
172061,Computer hardware engineers,2014,2014,TRUE,TRUE,1769,1032.397654,76167.33239,36153.55138,1.14765658,18,computer-hardware-engineers,New Jersey,04000US34,new-jersey
132081,"Tax examiners & collectors, & revenue agents",2014,2014,TRUE,TRUE,1535,961.7216882,76029.53094,25089.262,0.886636891,19,tax-examiners-collectors-revenue-agents,New Jersey,04000US34,new-jersey
151150,Computer support specialists (Legacy),2016,2016,TRUE,TRUE,25246,3889.333684,75995.99842,7879.495651,1.312112898,246,computer-support-specialists,New Jersey,04000US34,new-jersey
211092,Probation officers & correctional treatment specialists,2016,2016,TRUE,TRUE,2421,1207.669843,75966.14416,10062.41646,0.925666724,22,probation-officers-correctional-treatment-specialists,New Jersey,04000US34,new-jersey
499044,Millwrights,2017,2017,TRUE,TRUE,492,544.5436409,75921.38415,20071.0672,0.435755892,5,millwrights,New Jersey,04000US34,new-jersey
273041,Editors,2018,2018,TRUE,TRUE,6876,2034.217525,75862.38991,23282.96639,1.581366488,80,editors,New Jersey,04000US34,new-jersey
291141,Registered nurses,2018,2018,TRUE,TRUE,94816,7476.61402,75821.34469,3571.888701,0.991970819,1007,registered-nurses,New Jersey,04000US34,new-jersey
434131,Loan interviewers & clerks,2018,2018,TRUE,TRUE,3831,1518.932644,75637.22553,33170.5991,1.062098436,29,loan-interviewers-clerks,New Jersey,04000US34,new-jersey
534031,Railroad conductors & yardmasters,2016,2016,TRUE,TRUE,1231,861.2728926,75432.41024,15932.41081,0.84679192,12,railroad-conductors-yardmasters,New Jersey,04000US34,new-jersey
511011,Firstline supervisors of production & operating workers,2017,2017,TRUE,TRUE,18055,3292.063601,75294.43251,10334.08431,0.674461594,169,firstline-supervisors-of-production-operating-workers,New Jersey,04000US34,new-jersey
47207X,"Construction equipment operators except paving, surfacing, & tamping equipment operators",2016,2016,TRUE,TRUE,5011,1736.922202,75248.50669,15048.87079,0.528126997,60,construction-equipment-operators-except-paving-surfacing-tamping-equipment-operators,New Jersey,04000US34,new-jersey
251000,Postsecondary teachers,2014,2014,TRUE,TRUE,36308,4657.863056,75113.62019,8319.800397,0.840437823,402,postsecondary-teachers,New Jersey,04000US34,new-jersey
536051,Transportation inspectors,2018,2018,TRUE,TRUE,874,725.7492816,75096.10297,26470.211,0.603092537,6,transportation-inspectors,New Jersey,04000US34,new-jersey
291071,Physician assistants,2015,2015,TRUE,TRUE,1871,1061.731725,74971.71513,21661.76513,0.671260811,16,physician-assistants,New Jersey,04000US34,new-jersey
518010,"Power plant operators, distributors, & dispatchers",2015,2015,TRUE,TRUE,818,702.1163227,74957.7066,39647.97267,0.588354659,9,power-plant-operators-distributors-dispatchers,New Jersey,04000US34,new-jersey
1940XX,"Geological & petroleum technicians, & nuclear technicians",2018,2018,TRUE,TRUE,627,614.7196061,74851.22648,37118.25284,0.971440119,8,geological-petroleum-technicians-nuclear-technicians,New Jersey,04000US34,new-jersey
434041,"Credit authorizers, checkers, & clerks",2017,2017,TRUE,TRUE,1571,972.9359034,74844.9147,51912.82301,1.206731167,19,credit-authorizers-checkers-clerks,New Jersey,04000US34,new-jersey
552010,Firstline enlisted military supervisors,2018,2018,TRUE,TRUE,611,606.8267298,74723.78232,14568.47772,0.2919067,8,firstline-enlisted-military-supervisors,New Jersey,04000US34,new-jersey
291123,Physical therapists,2014,2014,TRUE,TRUE,8702,2287.878748,74719.69329,7573.740781,1.323276304,94,physical-therapists,New Jersey,04000US34,new-jersey
273042,Technical writers,2016,2016,TRUE,TRUE,2016,1102.089406,74691.95833,23662.5974,1.17127897,23,technical-writers,New Jersey,04000US34,new-jersey
499052,Telecommunications line installers & repairers,2018,2018,TRUE,TRUE,3356,1421.730468,74658.9115,12260.63011,0.870975375,30,telecommunications-line-installers-repairers,New Jersey,04000US34,new-jersey
519151,Photographic process workers & processing machine operators,2018,2018,TRUE,TRUE,696,647.6560868,74514.74138,46559.0501,0.963189873,9,photographic-process-workers-processing-machine-operators,New Jersey,04000US34,new-jersey
131023,"Purchasing agents, except wholesale, retail, & farm products",2018,2018,TRUE,TRUE,5756,1861.427527,74495.59659,15231.1733,0.708243779,72,purchasing-agents-except-wholesale-retail-farm-products,New Jersey,04000US34,new-jersey
113071,"Transportation, storage, & distribution managers",2016,2016,TRUE,TRUE,8056,2201.515885,74406.64672,12749.55994,1.137489586,76,transportation-storage-distribution-managers,New Jersey,04000US34,new-jersey
499010,Control & valve installers & repairers,2018,2018,TRUE,TRUE,908,739.7280993,74301.96586,32279.03651,1.257626864,11,control-valve-installers-repairers,New Jersey,04000US34,new-jersey
436011,Executive secretaries and executive administrative assistants,2018,2018,TRUE,TRUE,8280,2231.896503,74297.81908,8231.957569,1.443979634,93,executive-secretaries-and-executive-administrative-assistants,New Jersey,04000US34,new-jersey
151134,Web developers (Legacy),2016,2016,TRUE,TRUE,5167,1763.719039,74286.05883,21311.08241,1.060161206,51,web-developers,New Jersey,04000US34,new-jersey
291041,Optometrists,2017,2017,TRUE,TRUE,667,634.0219578,74239.76762,24893.44437,0.640848223,8,optometrists,New Jersey,04000US34,new-jersey
499010,Control & valve installers & repairers,2016,2016,TRUE,TRUE,585,593.7761532,74239.42906,41203.60377,1.047956158,7,control-valve-installers-repairers,New Jersey,04000US34,new-jersey
273042,Technical writers,2014,2014,TRUE,TRUE,1216,856.0094114,74232.18914,21483.90246,0.769686267,14,technical-writers,New Jersey,04000US34,new-jersey
291141,Registered nurses,2017,2017,TRUE,TRUE,90688,7315.83506,74204.0304,3411.568212,0.9559839,928,registered-nurses,New Jersey,04000US34,new-jersey
47207X,"Construction equipment operators except paving, surfacing, & tamping equipment operators",2014,2014,TRUE,TRUE,5746,1859.771901,74191.96537,13804.8267,0.594320208,54,construction-equipment-operators-except-paving-surfacing-tamping-equipment-operators,New Jersey,04000US34,new-jersey
292021,Dental hygienists (Legacy),2016,2016,TRUE,TRUE,4397,1627.15099,74137.5788,29748.13231,0.852842521,50,dental-hygienists,New Jersey,04000US34,new-jersey
434041,"Credit authorizers, checkers, & clerks",2014,2014,TRUE,TRUE,1133,826.2871677,74135.88173,64230.57093,0.88652953,11,credit-authorizers-checkers-clerks,New Jersey,04000US34,new-jersey
192040,Environmental scientists & geoscientists,2016,2016,TRUE,TRUE,1675,1004.607527,74088.09612,29146.74032,0.790294636,23,environmental-scientists-geoscientists,New Jersey,04000US34,new-jersey
291122,Occupational therapists,2014,2014,TRUE,TRUE,3250,1399.097565,74074.55754,12492.07805,1.106807308,32,occupational-therapists,New Jersey,04000US34,new-jersey
119151,Social & community service managers,2017,2017,TRUE,TRUE,11625,2643.557664,74047.55699,11479.0181,0.994511489,110,social-community-service-managers,New Jersey,04000US34,new-jersey
433051,Payroll & timekeeping clerks,2018,2018,TRUE,TRUE,5840,1874.942452,73993.53664,37100.20213,1.252887964,56,payroll-timekeeping-clerks,New Jersey,04000US34,new-jersey
493040,Heavy vehicle & mobile equipment service technicians & mechanics,2016,2016,TRUE,TRUE,3948,1541.917703,73975.31003,28921.08845,0.658004481,41,heavy-vehicle-mobile-equipment-service-technicians-mechanics,New Jersey,04000US34,new-jersey
131131,Fundraisers,2017,2017,TRUE,TRUE,2240,1161.680389,73881.71295,22442.12012,0.792612453,26,fundraisers,New Jersey,04000US34,new-jersey
491011,"Firstline supervisors of mechanics, installers, & repairers",2016,2016,TRUE,TRUE,10318,2490.828611,73859.6101,10456.7477,1.291942352,89,firstline-supervisors-of-mechanics-installers-repairers,New Jersey,04000US34,new-jersey
333010,"Bailiffs, correctional officers, & jailers",2016,2016,TRUE,TRUE,10093,2463.586201,73819.27306,6873.980225,0.831213791,90,bailiffs-correctional-officers-jailers,New Jersey,04000US34,new-jersey
492092,"Electric motor, power tool, & related repairers",2017,2017,TRUE,TRUE,1789,1038.222402,73776.66629,18473.39958,2.665742337,9,electric-motor-power-tool-related-repairers,New Jersey,04000US34,new-jersey
131121,"Meeting, convention, & event planners",2017,2017,TRUE,TRUE,3539,1459.949688,73693.96298,40482.89734,0.865286378,40,meeting-convention-event-planners,New Jersey,04000US34,new-jersey
194031,Chemical technicians,2015,2015,TRUE,TRUE,2266,1168.388839,73624.27802,22948.11452,1.093627167,28,chemical-technicians,New Jersey,04000US34,new-jersey
271022,Fashion designers,2018,2018,TRUE,TRUE,905,738.5053265,73557.2232,20210.05666,1.587094155,11,fashion-designers,New Jersey,04000US34,new-jersey
291141,Registered nurses,2016,2016,TRUE,TRUE,92611,7389.484092,73553.17205,2970.047669,1.005324521,933,registered-nurses,New Jersey,04000US34,new-jersey
492020,Radio & telecommunications equipment installers & repairers,2014,2014,TRUE,TRUE,5742,1859.125349,73551.71369,8843.678033,1.191671908,53,radio-telecommunications-equipment-installers-repairers,New Jersey,04000US34,new-jersey
472050,"Cement masons, concrete finishers, & terrazzo workers",2014,2014,TRUE,TRUE,426,506.7076805,73520.34038,64729.23715,0.302262808,5,cement-masons-concrete-finishers-terrazzo-workers,New Jersey,04000US34,new-jersey
333011,Bailiffs,2018,2018,TRUE,TRUE,759,676.3282962,73508.92885,16997.70888,1.052050737,7,bailiffs,New Jersey,04000US34,new-jersey
439111,Statistical assistants,2015,2015,TRUE,TRUE,538,569.426992,73504.31599,31187.91321,0.942449871,6,statistical-assistants,New Jersey,04000US34,new-jersey
5340XX,"Subway, streetcar, & other rail transportation workers",2017,2017,TRUE,TRUE,1365,906.9279246,73441.28791,24699.27762,2.203023566,11,subway-streetcar-other-rail-transportation-workers,New Jersey,04000US34,new-jersey
333010,"Bailiffs, correctional officers, & jailers",2017,2017,TRUE,TRUE,8733,2292.023586,73354.10203,14220.61975,0.74125003,81,bailiffs-correctional-officers-jailers,New Jersey,04000US34,new-jersey
518031,Water & wastewater treatment plant & system operators,2014,2014,TRUE,TRUE,1444,932.7892512,73326.60457,18631.09295,0.540805356,16,water-wastewater-treatment-plant-system-operators,New Jersey,04000US34,new-jersey
112031,Public relations & fundraising managers,2014,2014,TRUE,TRUE,1383,912.8810411,73268.67607,27744.20088,0.806483032,15,public-relations-fundraising-managers,New Jersey,04000US34,new-jersey
131081,Logisticians,2016,2016,TRUE,TRUE,4083,1568.033718,73229.16899,17981.23085,0.991140327,44,logisticians,New Jersey,04000US34,new-jersey
511011,Firstline supervisors of production & operating workers,2018,2018,TRUE,TRUE,18417,3324.743109,73211.60965,11233.11446,0.713948927,181,firstline-supervisors-of-production-operating-workers,New Jersey,04000US34,new-jersey
